ProductName,Qty,Unit_Price,SaleDate,CurrencyType,CustomerID,StoreID,Total_Price,Unit_Price_OMR,Total_Price_OMR
Stewart Mouse,2,19.416666666666668,2025-02-22,OMR,7b1e02c1-ecf9-404f-9394-ee8e66efa50c,Store_A,38.833333333333336,7.378333333333334,14.756666666666668
Sanchez Book,1,10.5,2024-12-01,OMR,b566917e-8a4a-4066-ab75-ecee2cd0a132,Store_A,10.5,3.99,3.99
Morris Tray,2,20.0,2025-02-22,OMR,bebe56d5-b87d-421d-a765-a5ee1fa6ca5e,Store_A,40.0,7.6,15.2
Rogers Lid,1,19.416666666666668,2025-03-07,OMR,2763a02b-2940-4497-931c-db0ad39455be,Store_A,19.416666666666668,7.378333333333334,7.378333333333334
Reed Rack,2,30.0,2024-11-06,OMR,0822d2d7-9454-4aa3-95bc-b869d6957852,Store_A,60.0,11.4,22.8
Cook Ball,2,20.0,2024-11-30,OMR,69ded101-847c-488c-99e4-438c05361804,Store_A,40.0,7.6,15.2
Morgan Stick,3,15.75,2024-11-26,OMR,0bffb839-d519-494d-8b15-9498de261bd6,Store_A,47.25,5.985,17.955000000000002
Bell Glove,1,19.416666666666668,2024-11-03,OMR,88e499a8-56da-4a23-816a-ab63e11b4fe1,Store_A,19.416666666666668,7.378333333333334,7.378333333333334
Murphy Dish,2,15.75,2025-01-07,OMR,90bef402-ff6a-4cf7-87b3-b5dd0fddec0a,Store_A,31.5,5.985,11.97
Bailey Drill,3,15.75,2025-04-19,OMR,e9cc4e4b-6788-454b-8194-983dc5665c81,Store_A,47.25,5.985,17.955000000000002
Rivera Block,2,19.416666666666668,2024-06-11,OMR,f22ad4ca-0ea8-44ac-a8d6-8a7d446d179b,Store_A,38.833333333333336,7.378333333333334,14.756666666666668
Cooper Knife,1,20.0,2024-11-05,OMR,0822d2d7-9454-4aa3-95bc-b869d6957852,Store_A,20.0,7.6,7.6
Richardson Nail,1,10.5,2025-03-30,OMR,5a63a128-3213-47c8-b945-18709cc3df2b,Store_A,10.5,3.99,3.99
Cox Screw,1,30.0,2024-09-01,OMR,4891ece4-fa78-4615-a06a-099bc89e573b,Store_A,30.0,11.4,11.4
Howard Can,2,20.0,2025-02-20,OMR,6cec3841-9a48-4baa-84a0-08b1184ebd71,Store_A,40.0,7.6,15.2
Ward Plug,2,10.5,2025-02-09,OMR,bb7cf4c5-5837-4849-a989-7dc9a07ed979,Store_A,21.0,3.99,7.98
Torres Table,1,10.5,2024-07-20,OMR,5bbc6d30-0977-478f-b951-9f2cd98564af,Store_A,10.5,3.99,3.99
Peterson Sheet,2,20.0,2024-08-03,OMR,fbf97e0a-dda6-4f29-8913-44dee9c7c36c,Store_A,40.0,7.6,15.2
Gray Tool,1,19.416666666666668,2024-11-10,OMR,11444ef2-a6c9-42e9-8015-6446784d11a7,Store_A,19.416666666666668,7.378333333333334,7.378333333333334
Ramirez Bar,3,15.75,2025-03-28,OMR,481e094b-2c28-48f0-81af-e1c1b319dd95,Store_A,47.25,5.985,17.955000000000002
James Grip,2,19.416666666666668,2025-01-19,OMR,c6c7f26e-8cec-4766-a439-589cef4d841b,Store_A,38.833333333333336,7.378333333333334,14.756666666666668
Watson Chain,2,15.75,2024-07-28,OMR,36d9aaf8-ef33-4a3e-8d4e-e6d1634b3b13,Store_A,31.5,5.985,11.97
Brooks Cap,3,20.0,2024-06-09,OMR,2d98daef-5cd8-44e7-aabc-154098880873,Store_A,60.0,7.6,22.8
Kelly String,3,19.416666666666668,2024-07-14,OMR,c609daa1-65a4-40ba-ac71-06c8ea76bb1b,Store_A,58.25,7.378333333333334,22.135
Sanders Pin,2,30.0,2025-01-11,OMR,77a1b5da-d82a-4fc6-9e8c-d39d3cd1a19c,Store_A,60.0,11.4,22.8
Price Clip,3,15.75,2024-06-06,OMR,b641cdc2-5bf6-464e-a1b7-c7926c702d4a,Store_A,47.25,5.985,17.955000000000002
Bennett Lock,1,15.75,2024-12-26,OMR,ea851c9f-3c68-4da5-bc8a-b0010455f673,Store_A,15.75,5.985,5.985
Wood Tire,3,19.416666666666668,2024-07-09,OMR,66784559-57f6-4506-a4af-07d797937c8b,Store_A,58.25,7.378333333333334,22.135
Barnes Belt,2,19.416666666666668,2025-05-03,OMR,81d45348-605d-48cf-9f4f-56b238b6a54f,Store_A,38.833333333333336,7.378333333333334,14.756666666666668
Ross Cover,3,30.0,2025-04-11,OMR,7104bf3b-ffeb-4fca-b012-0e623e9fc141,Store_A,90.0,11.4,34.2
Henderson Gear,1,10.5,2024-09-10,OMR,c873e149-75d7-49ec-a30b-4cbefb330f7a,Store_A,10.5,3.99,3.99
Cole Disk,3,10.5,2024-07-04,OMR,0822d2d7-9454-4aa3-95bc-b869d6957852,Store_A,31.5,3.99,11.97
Coleman Case,2,19.416666666666668,2024-07-18,OMR,5aa3340c-3207-4be3-83af-28d8daffd8c0,Store_A,38.833333333333336,7.378333333333334,14.756666666666668
Jenkins Valve,2,19.416666666666668,2024-09-27,OMR,1cc1e21a-c2e5-4616-a5cf-a544eb8a944e,Store_A,38.833333333333336,7.378333333333334,14.756666666666668
Perry Switch,3,15.75,2025-05-05,OMR,fe5a68ba-609e-456f-a6f4-e4be6622c280,Store_A,47.25,5.985,17.955000000000002
Powell Tube,1,19.416666666666668,2025-02-18,OMR,ac833294-a70a-492b-85bc-1855d25012a7,Store_A,19.416666666666668,7.378333333333334,7.378333333333334
Long Mat,2,19.416666666666668,2024-06-13,OMR,f6e61f5d-f8ef-48b1-8818-4dc472a6508d,Store_A,38.833333333333336,7.378333333333334,14.756666666666668
Patterson Filter,2,15.75,2024-08-07,OMR,dc87e064-573b-468e-9d05-d0db799fe5bc,Store_A,31.5,5.985,11.97
Hughes Strap,3,30.0,2024-09-30,OMR,e81e447a-cd38-4fbe-9991-c56b37072cd7,Store_A,90.0,11.4,34.2
Flores Coat,2,20.0,2024-08-21,OMR,7841d94f-ae84-4401-9d60-d489b97d8151,Store_A,40.0,7.6,15.2
Washington Skirt,1,20.0,2024-06-04,OMR,428eb1da-66ef-49e5-afc0-217079c16ab6,Store_A,20.0,7.6,7.6
Butler Jacket,2,10.5,2025-02-17,OMR,0822d2d7-9454-4aa3-95bc-b869d6957852,Store_A,21.0,3.99,7.98
Simmons Shorts,1,20.0,2024-09-22,OMR,d0345a35-6c2b-4301-8b7a-ee62d1ab9d47,Store_A,20.0,7.6,7.6
Foster Hat,3,19.416666666666668,2025-04-01,OMR,f50d52b2-4450-42d5-b41a-f6d1d0e65409,Store_A,58.25,7.378333333333334,22.135
Gonzales Sock,2,19.416666666666668,2024-05-28,OMR,d767c17d-d02f-4e56-9a7e-e7da7912d0cf,Store_A,38.833333333333336,7.378333333333334,14.756666666666668
Bryant Brush,2,30.0,2025-05-23,OMR,32b91cd3-6311-4bf8-913f-1cb56ae199cb,Store_A,60.0,11.4,22.8
Alexander Spray,2,19.416666666666668,2025-01-01,OMR,48f8ca73-3c11-4d49-aeeb-02c9aa3ec7f8,Store_A,38.833333333333336,7.378333333333334,14.756666666666668
Russell Oil,2,15.75,2025-03-16,OMR,cab63fb9-7467-41b3-807b-fe97a9f2f539,Store_A,31.5,5.985,11.97
Griffin Cream,3,30.0,2024-06-14,OMR,0e57e6c8-d5c5-43fa-919e-3640f6ebba01,Store_A,90.0,11.4,34.2
Diaz Soap,2,15.75,2024-09-20,OMR,a862a8aa-5555-4722-ba8b-9b20d5173c5d,Store_A,31.5,5.985,11.97
Hayes Lotion,2,15.75,2024-10-12,OMR,3e6ad095-88f3-4d04-8b4f-dcfbb945dd51,Store_A,31.5,5.985,11.97
Myers Shampoo,3,20.0,2025-02-07,OMR,cc98356b-e110-40bf-9c6d-523028513f65,Store_A,60.0,7.6,22.8
Ford Gel,3,30.0,2024-09-08,OMR,a3fe1e2a-901e-425b-99aa-15b923b54658,Store_A,90.0,11.4,34.2
Hamilton Paste,2,19.416666666666668,2025-03-08,OMR,c3a69b36-f48b-4fcf-84ed-a6e489a98c8a,Store_A,38.833333333333336,7.378333333333334,14.756666666666668
Graham Cleaner,3,10.5,2024-06-07,OMR,0822d2d7-9454-4aa3-95bc-b869d6957852,Store_A,31.5,3.99,11.97
Sullivan Wax,3,30.0,2025-05-13,OMR,0822d2d7-9454-4aa3-95bc-b869d6957852,Store_A,90.0,11.4,34.2
Wallace Polish,2,15.75,2024-07-26,OMR,3739bab7-1700-4841-a849-12a9f64564e4,Store_A,31.5,5.985,11.97
Woods Detergent,2,30.0,2025-02-19,OMR,3ca4e50e-0b3c-4093-97aa-0203a3cb6c84,Store_A,60.0,11.4,22.8
Cole Polish,2,15.75,2024-10-14,OMR,1b626cad-36b0-4cd8-ad1a-5bae2dc27b61,Store_A,31.5,5.985,11.97
West Shine,2,10.5,2025-02-10,OMR,96680cdc-056f-482a-9c83-3976e3bb3f62,Store_A,21.0,3.99,7.98
Jordan Bleach,2,20.0,2025-02-19,OMR,fd17a1f7-9ce7-4bc0-9d26-1672ac678332,Store_A,40.0,7.6,15.2
Owens Powder,2,10.5,2024-07-15,OMR,232d1545-43b1-477b-ac22-4b1d25b9f81a,Store_A,21.0,3.99,7.98
