ProductName,Qty,Unit_Price,SaleDate,CurrencyType,CustomerID,StoreID,Total_Price,Unit_Price_OMR,Total_Price_OMR
Alexander Spray,2,15.75,2025-04-23,OMR,952da22b-e04f-46f1-9fbf-5b5669fcd40b,store-A,31.5,5.985,11.97
Jordan Bleach,3,19.096666666666668,2024-11-08,OMR,0104ec48-84a4-4638-9ed4-dad335d44c43,store-A,57.290000000000006,7.256733333333334,21.770200000000003
West Shine,2,15.75,2024-09-02,OMR,0104ec48-84a4-4638-9ed4-dad335d44c43,store-A,31.5,5.985,11.97
Owens Powder,2,19.096666666666668,2024-05-26,OMR,cd0c15d3-031b-40f3-9855-75b94699e5e5,store-A,38.193333333333335,7.256733333333334,14.513466666666668
Bell Glove,1,10.5,2024-12-02,OMR,dc85e4b9-5a84-4d60-9ada-def3a5408965,store-A,10.5,3.99,3.99
Murphy Dish,1,20.0,2024-07-26,OMR,5550173a-dc5f-4ffc-9ae3-225fbfa52142,store-A,20.0,7.6,7.6
Cook Ball,3,10.5,2025-04-05,OMR,d8fd93dd-da71-45d5-8003-d06038c3e018,store-A,31.5,3.99,11.97
Morgan Stick,2,30.0,2024-12-13,OMR,5ae26050-8ef0-4a6a-b066-c0ab0f8f000e,store-A,60.0,11.4,22.8
Reed Rack,2,20.0,2024-08-05,OMR,b43b7533-7ef7-42b1-bf04-1924e6d0b1f6,store-A,40.0,7.6,15.2
Ross Cover,1,15.75,2024-08-15,OMR,0104ec48-84a4-4638-9ed4-dad335d44c43,store-A,15.75,5.985,5.985
Sanderson Spray,3,19.096666666666668,2024-08-08,OMR,7a2e9e34-b07f-4ef0-bded-ac378df3efd6,store-A,57.290000000000006,7.256733333333334,21.770200000000003
Hanson Flashlight,2,20.0,2024-09-26,OMR,124ea517-d2c8-4ce0-8b00-fcdcfecff89e,store-A,40.0,7.6,15.2
Barrett Basket,2,19.096666666666668,2024-06-14,OMR,0104ec48-84a4-4638-9ed4-dad335d44c43,store-A,38.193333333333335,7.256733333333334,14.513466666666668
Dean Shelf,2,30.0,2024-12-17,OMR,45e80c31-76d0-4fd0-b052-15be1e44ffaf,store-A,60.0,11.4,22.8
Bowen Tire,2,10.5,2024-10-21,OMR,2398f009-a88e-4af1-b32e-e9eaf1c0409c,store-A,21.0,3.99,7.98
Boone Polish,3,30.0,2025-01-22,OMR,186c1f4d-5f57-49c0-98c6-e20b6fb281bf,store-A,90.0,11.4,34.2
Boone Balm,2,19.096666666666668,2024-08-25,OMR,05d75424-135a-40ea-9f43-7297d527e0e0,store-A,38.193333333333335,7.256733333333334,14.513466666666668
Lane Mug,2,19.096666666666668,2024-07-07,OMR,0104ec48-84a4-4638-9ed4-dad335d44c43,store-A,38.193333333333335,7.256733333333334,14.513466666666668
Dixon Marker,2,30.0,2025-03-25,OMR,8263d1e9-1cd2-4843-bcac-3c56d400fb28,store-A,60.0,11.4,22.8
Welch Spray,2,30.0,2025-04-22,OMR,0104ec48-84a4-4638-9ed4-dad335d44c43,store-A,60.0,11.4,22.8
Gibbs Cream,3,19.096666666666668,2024-12-31,OMR,2b06b9cf-bfd9-4a6b-809c-ae5d5b4202e1,store-A,57.290000000000006,7.256733333333334,21.770200000000003
Marsh Jar,2,10.5,2024-05-25,OMR,88391e29-dd77-41ac-aeb3-2000ac46b31f,store-A,21.0,3.99,7.98
Fox Calendar,2,20.0,2025-05-07,OMR,f7a32f39-77ca-4b03-8064-a0331366e3b4,store-A,40.0,7.6,15.2
Swanson Bucket,2,20.0,2025-02-24,OMR,0437bab5-0dae-422e-9d2d-719091ea2dd9,store-A,40.0,7.6,15.2
Doyle Powder,2,30.0,2024-06-15,OMR,70a05a3b-f927-4429-8d10-f6242ca3c905,store-A,60.0,11.4,22.8
Ball Notebook,3,30.0,2024-07-16,OMR,07991be5-0500-4bdc-95bc-a3ee50f4d268,store-A,90.0,11.4,34.2
Vang Charger,3,15.75,2024-07-08,OMR,1a52951e-af95-4353-aed3-385ce0718034,store-A,47.25,5.985,17.955000000000002
Vasquez Bottle,2,19.096666666666668,2025-03-22,OMR,0ead620f-7c7d-4908-bdda-c73282d77d87,store-A,38.193333333333335,7.256733333333334,14.513466666666668
Holmes Hook,2,30.0,2024-11-10,OMR,4f3cb6cf-b60e-49aa-b61c-a1bbed8c8f2c,store-A,60.0,11.4,22.8
Holmes Book,3,30.0,2024-06-24,OMR,d30d0f11-57d2-4a05-aa4f-9e59cd57bb66,store-A,90.0,11.4,34.2
Wallace Sheet,2,30.0,2024-10-27,OMR,0104ec48-84a4-4638-9ed4-dad335d44c43,store-A,60.0,11.4,22.8
Gardner Sheet,1,10.5,2024-11-24,OMR,104d0c3e-ccfc-43a7-b3e7-e1c56e986cdd,store-A,10.5,3.99,3.99
Daniels Coat,2,10.5,2025-03-18,OMR,9c6e0ab1-c9b0-4029-b2f6-1d23b9008d1d,store-A,21.0,3.99,7.98
Newman Rod,2,19.096666666666668,2025-05-10,OMR,9d45b8b4-c5ad-4768-999b-3dfff5aef310,store-A,38.193333333333335,7.256733333333334,14.513466666666668
Matthews Plate,3,19.096666666666668,2024-09-02,OMR,b2eb7229-40ca-4a32-be30-35c42bfabcad,store-A,57.290000000000006,7.256733333333334,21.770200000000003
Welch Mirror,1,15.75,2025-05-18,OMR,c962f93b-225d-4dcd-8312-fbc9490f7256,store-A,15.75,5.985,5.985
Arnold Speaker,3,15.75,2025-04-08,OMR,d30dd59b-5c3c-4991-bfc3-ba9afad050fb,store-A,47.25,5.985,17.955000000000002
Rivers Lid,1,19.096666666666668,2024-06-17,OMR,0dadb5f8-e924-45a5-806b-681dd7aebdea,store-A,19.096666666666668,7.256733333333334,7.256733333333334
Conner Gel,1,10.5,2024-08-31,OMR,a00e812d-05bd-451a-9070-f26fa1c1b64b,store-A,10.5,3.99,3.99
Harmon Net,1,15.75,2024-06-01,OMR,0104ec48-84a4-4638-9ed4-dad335d44c43,store-A,15.75,5.985,5.985
Barker Deodorant,2,15.75,2024-08-05,OMR,a5613db9-80b4-4979-9a6d-7771cec32147,store-A,31.5,5.985,11.97
Flowers Thread,2,15.75,2024-07-31,OMR,d201a8da-c956-4fbb-853a-dea20a7b30b7,store-A,31.5,5.985,11.97
Griffin Cream,3,19.096666666666668,2025-01-21,OMR,c573b121-c976-47ff-9f1e-5bb1542ca7e7,store-A,57.290000000000006,7.256733333333334,21.770200000000003
Cook Tray,1,30.0,2025-03-09,OMR,0104ec48-84a4-4638-9ed4-dad335d44c43,store-A,30.0,11.4,11.4
Ingram Booklet,3,10.5,2025-03-21,OMR,e985bbb6-1a99-47c6-b559-870ef4962da7,store-A,31.5,3.99,11.97
Larson Rack,2,30.0,2024-08-24,OMR,f8816ef9-749a-47e7-ac23-c6d5d99b8c70,store-A,60.0,11.4,22.8
Pierce File,1,10.5,2024-07-27,OMR,72a815bf-d3e6-444a-8467-61f4157b6bc2,store-A,10.5,3.99,3.99
Fisher Cover,2,20.0,2025-05-23,OMR,9d384907-7e3e-46cc-b11b-40a52a0b6c85,store-A,40.0,7.6,15.2
Arnold Fork,2,15.75,2024-09-26,OMR,78c4328d-f82b-4402-b617-aa92f2cca99d,store-A,31.5,5.985,11.97
Doyle Grip,2,20.0,2024-11-07,OMR,c7a97c12-67e2-408b-bebe-686e875e2e7b,store-A,40.0,7.6,15.2
Chavez Printer,1,20.0,2024-12-28,OMR,f0e8f3bf-2375-4e01-96c8-f933769e172d,store-A,20.0,7.6,7.6
